relevant_property,sharpness,utterance_label,model_proportion,utterance_code,model,semantics,lambda_size_sharp_single_bonus,lambda_size_sharp_form_pair_penalty,empirical_proportion,condition_n,signed_residual,abs_residual
first,blurred,DFC,0.04695105365010435,4,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.032490974729241874,554,0.014460078920862478,0.014460078920862478
first,blurred,F,0.049415980032568856,10,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.03790613718411552,554,0.011509842848453335,0.011509842848453335
first,blurred,FC,0.019296395323212177,13,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.016245487364620937,554,0.0030509079585912396,0.0030509079585912396
first,blurred,FCD,0.0020620520967773426,14,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0036101083032490976,554,-0.001548056206471755,0.001548056206471755
first,blurred,FD,0.006318078587254997,11,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.009025270758122744,554,-0.002707192170867747,0.002707192170867747
first,blurred,FDC,0.005221780964566128,12,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0036101083032490976,554,0.0016116726613170304,0.0016116726613170304
first,sharp,C,0.010597102667118455,5,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,502,0.010597102667118455,0.010597102667118455
first,sharp,CD,0.0015135192965002738,6,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,502,0.0015135192965002738,0.0015135192965002738
first,sharp,CDF,0.019424710295271874,7,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.017928286852589643,502,0.0014964234426822313,0.0014964234426822313
first,sharp,CF,0.021966225149375282,8,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.09362549800796813,502,-0.07165927285859285,0.07165927285859285
first,sharp,CFD,0.002456375536973105,9,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.00199203187250996,502,0.00046434366446314497,0.00046434366446314497
first,sharp,D,0.11318015692374381,0,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.2689243027888446,502,-0.1557441458651008,0.1557441458651008
first,sharp,DC,0.06499835863652148,1,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.045816733067729085,502,0.019181625568792396,0.019181625568792396
first,sharp,DCF,0.22291373228475897,2,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.2051792828685259,502,0.01773444941623306,0.01773444941623306
first,sharp,DF,0.44464266025630056,3,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.23107569721115537,502,0.2135669630451452,0.2135669630451452
first,sharp,DFC,0.053356956255979,4,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.021912350597609563,502,0.031444605658369436,0.031444605658369436
first,sharp,F,0.027323261694629824,10,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.10159362549800798,502,-0.07427036380337815,0.07427036380337815
first,sharp,FC,0.007501883842565415,13,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0099601593625498,502,-0.0024582755199843856,0.0024582755199843856
first,sharp,FCD,0.0008645131395388566,14,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,502,0.0008645131395388566,0.0008645131395388566
first,sharp,FD,0.005116583236723915,11,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.00199203187250996,502,0.0031245513642139547,0.0031245513642139547
first,sharp,FDC,0.004143960783999249,12,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,502,0.004143960783999249,0.004143960783999249
second,blurred,C,0.7101012620075695,5,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.6278659611992945,567,0.08223530080827501,0.08223530080827501
second,blurred,CD,0.007577142172351951,6,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,567,0.007577142172351951,0.007577142172351951
second,blurred,CDF,0.015032660375938752,7,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.005291005291005291,567,0.009741655084933461,0.009741655084933461
second,blurred,CF,0.17232100369295966,8,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.26278659611992944,567,-0.09046559242696978,0.09046559242696978
second,blurred,CFD,0.009111166677009147,9,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,567,0.009111166677009147,0.009111166677009147
second,blurred,D,0.006735538962141751,0,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,567,0.006735538962141751,0.006735538962141751
second,blurred,DC,0.03489058733766203,1,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,567,0.03489058733766203,0.03489058733766203
second,blurred,DCF,0.0180223356266038,2,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.026455026455026454,567,-0.008432690828422653,0.008432690828422653
second,blurred,DF,0.0041198613646564654,3,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,567,0.0041198613646564654,0.0041198613646564654
second,blurred,DFC,0.0010167825273911467,4,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.014109347442680775,567,-0.013092564915289628,0.013092564915289628
second,blurred,F,0.008874270884616281,10,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.04409171075837742,567,-0.03521743987376114,0.03521743987376114
second,blurred,FC,0.011301411383120808,13,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.019400352733686066,567,-0.008098941350565258,0.008098941350565258
second,blurred,FCD,0.0005837186174269957,14,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,567,0.0005837186174269957,0.0005837186174269957
second,blurred,FD,0.00014618989672796428,11,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,567,0.00014618989672796428,0.00014618989672796428
second,blurred,FDC,0.00016606847382374674,12,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,567,0.00016606847382374674,0.00016606847382374674
second,sharp,C,0.7076832154210533,5,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.7162698412698413,504,-0.008586625848787999,0.008586625848787999
second,sharp,CD,0.009143293710561561,6,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,504,0.009143293710561561,0.009143293710561561
second,sharp,CDF,0.01815363431861989,7,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.003968253968253968,504,0.014185380350365921,0.014185380350365921
second,sharp,CF,0.14430670213555405,8,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.23015873015873015,504,-0.0858520280231761,0.0858520280231761
second,sharp,CFD,0.007635429398581295,9,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,504,0.007635429398581295,0.007635429398581295
second,sharp,D,0.009611972328185931,0,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,504,0.009611972328185931,0.009611972328185931
second,sharp,DC,0.04997056841907188,1,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.001984126984126984,504,0.0479864414349449,0.0479864414349449
second,sharp,DCF,0.025831567291133384,2,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.001984126984126984,504,0.0238474403070064,0.0238474403070064
second,sharp,DF,0.005770626024673727,3,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,504,0.005770626024673727,0.005770626024673727
second,sharp,DFC,0.0014203255138860458,4,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.005952380952380952,504,-0.004532055438494906,0.004532055438494906
second,sharp,F,0.008706294477685079,10,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.01984126984126984,504,-0.011134975363584761,0.011134975363584761
second,sharp,FC,0.010807196254618887,13,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.01984126984126984,504,-0.009034073586650954,0.009034073586650954
second,sharp,FCD,0.0005614490414025357,14,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,504,0.0005614490414025357,0.0005614490414025357
second,sharp,FD,0.00017943911772137213,11,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,504,0.00017943911772137213,0.00017943911772137213
second,sharp,FDC,0.00021828654725109586,12,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.0,0.0,504,0.00021828654725109586,0.00021828654725109586
both,blurred,C,0.06184489894248556,5,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.0088339222614841,566,0.05301097668100146,0.05301097668100146
both,blurred,CD,0.0062150076348693436,6,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.0088339222614841,566,-0.0026189146266147557,0.0026189146266147557
both,blurred,CDF,0.08116272358918507,7,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.05123674911660778,566,0.02992597447257729,0.02992597447257729
both,blurred,CF,0.26189869878783417,8,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.2703180212014134,566,-0.008419322413579233,0.008419322413579233
both,blurred,CFD,0.028240909914362806,9,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.0035335689045936395,566,0.024707341009769165,0.024707341009769165
both,blurred,D,0.013749157791519672,0,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.0,566,0.013749157791519672,0.013749157791519672
both,blurred,DC,0.06644915680759896,1,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.06890459363957598,566,-0.0024554368319770203,0.0024554368319770203
both,blurred,DCF,0.22689386657410202,2,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.30918727915194344,566,-0.08229341257784142,0.08229341257784142
both,blurred,DF,0.09883350187203498,3,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.08480565371024736,566,0.01402784816178762,0.01402784816178762
both,blurred,DFC,0.02417743867951453,4,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.030035335689045935,566,-0.005857897009531404,0.005857897009531404
both,blurred,F,0.07760956730403033,10,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.1166077738515901,566,-0.03899820654755977,0.03899820654755977
both,blurred,FC,0.04247855404633141,13,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.04063604240282685,566,0.0018425116435045602,0.0018425116435045602
both,blurred,FCD,0.004448625328253969,14,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.0,566,0.004448625328253969,0.004448625328253969
both,blurred,FD,0.002354090430295537,11,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.0017667844522968198,566,0.0005873059779987174,0.0005873059779987174
both,blurred,FDC,0.0036438022975816054,12,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.00530035335689046,566,-0.0016565510593088543,0.0016565510593088543
both,sharp,C,0.051045728313055434,5,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.0,503,0.051045728313055434,0.051045728313055434
both,sharp,CD,0.006224285721649695,6,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.011928429423459244,503,-0.005704143701809549,0.005704143701809549
both,sharp,CDF,0.08121718806764137,7,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.027833001988071572,503,0.0533841860795698,0.0533841860795698
both,sharp,CF,0.1557053980172389,8,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.20278330019880716,503,-0.047077902181568265,0.047077902181568265
both,sharp,CFD,0.016862205568086513,9,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.003976143141153081,503,0.012886062426933433,0.012886062426933433
both,sharp,D,0.018679120585287496,0,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.0,503,0.018679120585287496,0.018679120585287496
both,sharp,DC,0.09060860981734138,1,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.19681908548707752,503,-0.10621047566973614,0.10621047566973614
both,sharp,DCF,0.30960961354231276,2,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.3121272365805169,503,-0.002517623038204131,0.002517623038204131
both,sharp,DF,0.13205948252913216,3,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.1073558648111332,503,0.024703617717998963,0.024703617717998963
both,sharp,DFC,0.03228694767288113,4,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.02982107355864811,503,0.0024658741142330187,0.0024658741142330187
both,sharp,F,0.06381501896979763,10,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.08349900596421471,503,-0.019683986994417077,0.019683986994417077
both,sharp,FC,0.03135404080791681,13,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.02186878727634195,503,0.00948525353157486,0.00948525353157486
