id,item,conditions,list,trials,size_A,size_B,size_C,size_D,size_E,size_F,color_A,color_B,color_C,color_D,color_E,color_F,form_A,form_B,form_C,form_D,form_E,form_F,sharpness,prefer_first_1st,combination,relevant_property
1,1,brdf,5.0,3.0,10.0,9.0,3.0,1.0,9.0,2.0,blue,blue,blue,red,blue,red,circle,square,circle,circle,square,square,blurred,99.0,dimension_form,both
1,6,brcf,5.0,1.0,10.0,10.0,2.0,3.0,9.0,9.0,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,blurred,98.0,color_form,both
1,9,zrcf,5.0,7.0,1.0,2.0,3.0,2.0,1.0,9.0,red,red,red,red,red,blue,circle,square,square,square,square,square,blurred,3.0,color_form,second
1,23,erdf,5.0,6.0,9.0,2.0,2.0,6.0,5.0,2.0,blue,blue,red,red,blue,blue,circle,circle,circle,circle,circle,square,blurred,97.0,dimension_form,first
1,10,erdc,5.0,5.0,10.0,6.0,5.0,3.0,2.0,3.0,red,red,red,red,red,blue,circle,square,circle,circle,square,circle,blurred,98.0,dimension_color,first
1,17,brcf,5.0,1.0,9.0,10.0,10.0,3.0,10.0,10.0,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,blurred,98.0,color_form,both
1,4,brdf,5.0,3.0,9.0,10.0,1.0,3.0,9.0,5.0,blue,blue,blue,blue,red,blue,circle,square,circle,circle,square,square,blurred,99.0,dimension_form,both
1,11,zrcf,5.0,7.0,10.0,10.0,2.0,3.0,1.0,1.0,red,red,red,red,red,blue,circle,square,square,square,square,square,blurred,97.0,color_form,second
1,3,zrcf,5.0,7.0,9.0,9.0,3.0,3.0,3.0,3.0,red,red,red,red,red,blue,circle,square,square,square,square,square,blurred,97.0,color_form,second
1,12,erdf,5.0,6.0,10.0,1.0,2.0,4.0,1.0,4.0,blue,blue,blue,blue,blue,blue,circle,circle,circle,circle,circle,square,blurred,3.0,dimension_form,first
1,26,zrdf,5.0,9.0,9.0,10.0,9.0,9.0,9.0,2.0,blue,blue,red,blue,blue,red,circle,square,square,square,square,square,blurred,100.0,dimension_form,second
1,14,ercf,5.0,4.0,9.0,10.0,3.0,9.0,2.0,1.0,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,blurred,99.0,color_form,first
1,23,brdf,5.0,3.0,9.0,10.0,5.0,2.0,9.0,4.0,blue,blue,blue,red,blue,red,circle,square,circle,circle,square,square,blurred,99.0,dimension_form,both
1,14,zrcf,5.0,7.0,2.0,1.0,1.0,9.0,3.0,9.0,red,red,red,red,red,blue,circle,square,square,square,square,square,blurred,99.0,color_form,second
1,25,ercf,5.0,4.0,2.0,1.0,10.0,3.0,2.0,3.0,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,blurred,98.0,color_form,first
1,5,zrdc,5.0,8.0,9.0,10.0,10.0,9.0,10.0,5.0,blue,red,red,red,red,red,circle,circle,circle,circle,circle,circle,blurred,99.0,dimension_color,second
1,8,brdc,5.0,2.0,10.0,9.0,3.0,5.0,10.0,5.0,blue,red,blue,blue,red,red,circle,circle,circle,square,circle,circle,blurred,99.0,dimension_color,both
1,13,zrdc,5.0,8.0,10.0,10.0,10.0,9.0,9.0,3.0,blue,red,red,red,red,red,circle,circle,circle,square,circle,circle,blurred,98.0,dimension_color,second
1,24,zrdc,5.0,8.0,10.0,10.0,9.0,9.0,10.0,6.0,blue,red,red,red,red,red,circle,circle,circle,circle,circle,circle,blurred,97.0,dimension_color,second
1,6,ercf,5.0,4.0,1.0,10.0,1.0,3.0,9.0,10.0,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,blurred,99.0,color_form,first
1,7,erdf,5.0,6.0,9.0,4.0,2.0,2.0,4.0,2.0,blue,blue,blue,red,blue,blue,circle,circle,circle,circle,circle,square,blurred,98.0,dimension_form,first
1,16,erdc,5.0,5.0,10.0,3.0,3.0,5.0,4.0,2.0,red,red,red,red,red,blue,circle,square,circle,square,circle,circle,blurred,96.0,dimension_color,first
1,3,brcf,5.0,1.0,10.0,10.0,10.0,1.0,2.0,2.0,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,blurred,99.0,color_form,both
1,17,zrcf,5.0,7.0,3.0,2.0,3.0,2.0,10.0,10.0,red,red,red,red,red,blue,circle,square,square,square,square,square,blurred,97.0,color_form,second
1,7,zrdf,5.0,9.0,9.0,10.0,9.0,10.0,9.0,3.0,blue,blue,blue,red,red,blue,circle,square,square,square,square,square,blurred,99.0,dimension_form,second
1,23,zrdf,5.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,blue,red,blue,blue,blue,blue,circle,square,square,square,square,square,blurred,97.0,dimension_form,second
1,22,brcf,5.0,1.0,9.0,10.0,9.0,3.0,3.0,9.0,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,blurred,99.0,color_form,both
1,20,brdf,5.0,3.0,10.0,9.0,4.0,2.0,9.0,6.0,blue,blue,blue,blue,blue,blue,circle,square,circle,circle,square,square,blurred,99.0,dimension_form,both
1,26,erdf,5.0,6.0,10.0,4.0,4.0,5.0,4.0,1.0,blue,red,blue,blue,blue,blue,circle,circle,circle,circle,circle,square,blurred,98.0,dimension_form,first
1,22,ercf,5.0,4.0,9.0,9.0,3.0,2.0,1.0,2.0,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,blurred,97.0,color_form,first
1,25,brcf,5.0,1.0,2.0,10.0,2.0,1.0,9.0,10.0,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,blurred,97.0,color_form,both
1,8,erdc,5.0,5.0,10.0,2.0,5.0,3.0,2.0,3.0,red,red,red,red,red,blue,circle,square,square,circle,circle,circle,blurred,99.0,dimension_color,first
1,2,brdc,5.0,2.0,9.0,9.0,4.0,3.0,10.0,2.0,blue,red,blue,blue,red,red,circle,circle,square,square,circle,circle,blurred,99.0,dimension_color,both
1,27,erdc,5.0,5.0,9.0,2.0,5.0,5.0,2.0,1.0,red,red,red,red,red,blue,circle,circle,circle,circle,circle,circle,blurred,99.0,dimension_color,first
1,9,brcf,5.0,1.0,3.0,10.0,10.0,2.0,2.0,9.0,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,blurred,2.0,color_form,both
1,15,brdf,5.0,3.0,10.0,9.0,1.0,4.0,10.0,1.0,blue,blue,red,blue,red,red,circle,square,circle,circle,square,square,blurred,98.0,dimension_form,both
2,12,zrdc,4.0,8.0,10.0,9.0,9.0,9.0,9.0,1.0,blue,red,red,red,red,red,circle,circle,circle,circle,square,circle,blurred,1.0,dimension_color,second
2,26,brdc,4.0,2.0,9.0,9.0,3.0,2.0,10.0,6.0,blue,red,blue,blue,red,red,circle,circle,square,circle,square,circle,blurred,98.0,dimension_color,both
2,4,brdc,4.0,2.0,9.0,10.0,1.0,3.0,9.0,5.0,blue,red,blue,blue,red,red,circle,square,circle,square,circle,circle,blurred,99.0,dimension_color,both
2,4,erdc,4.0,5.0,9.0,2.0,1.0,5.0,6.0,1.0,red,red,red,red,red,blue,circle,circle,square,circle,circle,square,blurred,98.0,dimension_color,first
2,25,erdf,4.0,6.0,9.0,6.0,2.0,2.0,5.0,6.0,blue,red,blue,red,red,red,circle,circle,circle,circle,circle,square,blurred,98.0,dimension_form,first
2,21,ercf,4.0,4.0,3.0,3.0,1.0,3.0,9.0,10.0,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,blurred,98.0,color_form,first
2,22,erdf,4.0,6.0,10.0,1.0,5.0,6.0,3.0,6.0,blue,blue,red,blue,red,red,circle,circle,circle,circle,circle,square,blurred,98.0,dimension_form,first
2,15,erdc,4.0,5.0,10.0,5.0,2.0,1.0,6.0,2.0,red,red,red,red,red,blue,circle,circle,circle,square,square,square,blurred,78.0,dimension_color,first
2,17,zrdf,4.0,9.0,10.0,9.0,10.0,9.0,10.0,2.0,blue,blue,blue,red,blue,red,circle,square,square,square,square,square,blurred,41.0,dimension_form,second
2,1,brdc,4.0,2.0,10.0,9.0,3.0,1.0,9.0,2.0,blue,red,blue,blue,red,red,circle,circle,square,circle,square,circle,blurred,50.0,dimension_color,both
2,19,zrdf,4.0,9.0,10.0,9.0,9.0,10.0,10.0,1.0,blue,blue,blue,blue,red,blue,circle,square,square,square,square,square,blurred,53.0,dimension_form,second
2,16,ercf,4.0,4.0,10.0,1.0,3.0,10.0,3.0,1.0,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,blurred,98.0,color_form,first
2,12,brdc,4.0,2.0,10.0,9.0,3.0,4.0,9.0,1.0,blue,red,blue,blue,red,red,circle,square,circle,circle,circle,circle,blurred,50.0,dimension_color,both
2,6,brdf,4.0,3.0,10.0,9.0,1.0,6.0,9.0,4.0,blue,blue,blue,red,red,red,circle,square,circle,circle,square,square,blurred,50.0,dimension_form,both
2,10,zrcf,4.0,7.0,9.0,3.0,9.0,9.0,2.0,1.0,red,red,red,red,red,blue,circle,square,square,square,square,square,blurred,3.0,color_form,second
2,27,brcf,4.0,1.0,3.0,1.0,1.0,10.0,1.0,1.0,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,blurred,50.0,color_form,both
2,24,brcf,4.0,1.0,1.0,1.0,2.0,1.0,9.0,2.0,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,blurred,50.0,color_form,both
2,17,erdf,4.0,6.0,9.0,3.0,4.0,6.0,6.0,3.0,blue,blue,blue,blue,blue,blue,circle,circle,circle,circle,circle,square,blurred,50.0,dimension_form,first
2,20,zrdc,4.0,8.0,9.0,9.0,9.0,9.0,10.0,3.0,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,blurred,66.0,dimension_color,second
2,8,zrcf,4.0,7.0,3.0,2.0,10.0,9.0,10.0,9.0,red,red,red,red,red,blue,circle,square,square,square,square,square,blurred,73.0,color_form,second
2,2,zrcf,4.0,7.0,10.0,10.0,1.0,10.0,9.0,2.0,red,red,red,red,red,blue,circle,square,square,square,square,square,blurred,21.0,color_form,second
2,2,brcf,4.0,1.0,10.0,2.0,3.0,1.0,1.0,3.0,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,blurred,50.0,color_form,both
2,11,erdf,4.0,6.0,9.0,1.0,4.0,6.0,4.0,6.0,blue,blue,blue,blue,red,blue,circle,circle,circle,circle,circle,square,blurred,98.0,dimension_form,first
2,18,erdc,4.0,5.0,9.0,1.0,6.0,1.0,2.0,3.0,red,red,red,red,red,blue,circle,square,circle,circle,circle,square,blurred,50.0,dimension_color,first
2,23,brdc,4.0,2.0,9.0,10.0,5.0,2.0,9.0,4.0,blue,red,blue,blue,red,red,circle,circle,square,square,circle,circle,blurred,71.0,dimension_color,both
2,13,ercf,4.0,4.0,1.0,1.0,2.0,3.0,1.0,9.0,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,blurred,50.0,color_form,first
2,16,brcf,4.0,1.0,2.0,9.0,3.0,10.0,2.0,10.0,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,blurred,83.0,color_form,both
2,17,brdf,4.0,3.0,10.0,10.0,1.0,6.0,10.0,5.0,blue,red,blue,blue,blue,red,circle,square,circle,circle,square,square,blurred,50.0,dimension_form,both
2,24,zrcf,4.0,7.0,10.0,2.0,10.0,1.0,1.0,9.0,red,red,red,red,red,blue,circle,square,square,square,square,square,blurred,50.0,color_form,second
2,7,erdc,4.0,5.0,9.0,4.0,2.0,2.0,4.0,2.0,red,red,red,red,red,blue,circle,circle,circle,circle,square,circle,blurred,50.0,dimension_color,first
2,23,erdc,4.0,5.0,9.0,2.0,2.0,6.0,5.0,2.0,red,red,red,red,red,blue,circle,circle,square,circle,circle,circle,blurred,98.0,dimension_color,first
2,3,zrdf,4.0,9.0,9.0,9.0,9.0,10.0,10.0,5.0,blue,blue,red,red,blue,red,circle,square,square,square,square,square,blurred,37.0,dimension_form,second
2,6,zrdf,4.0,9.0,9.0,9.0,9.0,9.0,10.0,1.0,blue,red,red,red,blue,red,circle,square,square,square,square,square,blurred,50.0,dimension_form,second
2,2,ercf,4.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,blurred,4.0,color_form,first
2,14,zrdf,4.0,9.0,9.0,9.0,10.0,10.0,10.0,6.0,blue,blue,blue,blue,red,blue,circle,square,square,square,square,square,blurred,50.0,dimension_form,second
2,25,brdf,4.0,3.0,10.0,9.0,3.0,4.0,9.0,5.0,blue,red,blue,red,red,blue,circle,square,circle,circle,square,square,blurred,91.0,dimension_form,both
2,22,brdf,4.0,3.0,10.0,9.0,2.0,6.0,9.0,5.0,blue,blue,blue,blue,blue,blue,circle,square,circle,circle,square,square,blurred,50.0,dimension_form,both
2,5,zrcf,4.0,7.0,9.0,1.0,2.0,9.0,9.0,1.0,red,red,red,red,red,blue,circle,square,square,square,square,square,blurred,50.0,color_form,second
2,15,brdc,4.0,2.0,10.0,9.0,1.0,4.0,10.0,1.0,blue,red,blue,blue,red,red,circle,square,circle,circle,circle,circle,blurred,50.0,dimension_color,both
2,8,brcf,4.0,1.0,9.0,2.0,9.0,10.0,2.0,10.0,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,blurred,22.0,color_form,both
2,27,zrcf,4.0,7.0,9.0,9.0,10.0,9.0,9.0,9.0,red,red,red,red,red,blue,circle,square,square,square,square,square,blurred,50.0,color_form,second
2,14,brdf,4.0,3.0,9.0,9.0,6.0,3.0,10.0,6.0,blue,blue,red,blue,blue,red,circle,square,circle,circle,square,square,blurred,67.0,dimension_form,both
2,25,zrdf,4.0,9.0,10.0,10.0,10.0,9.0,10.0,3.0,blue,red,blue,blue,blue,blue,circle,square,square,square,square,square,blurred,39.0,dimension_form,second
2,7,brdc,4.0,2.0,10.0,10.0,3.0,5.0,10.0,4.0,blue,red,blue,blue,red,red,circle,circle,circle,circle,circle,circle,blurred,75.0,dimension_color,both
2,26,zrdc,4.0,8.0,9.0,10.0,9.0,9.0,9.0,2.0,blue,red,red,red,red,red,circle,circle,circle,circle,square,circle,blurred,50.0,dimension_color,second
2,11,brdf,4.0,3.0,9.0,9.0,1.0,5.0,9.0,5.0,blue,blue,blue,red,blue,blue,circle,square,circle,circle,square,square,blurred,50.0,dimension_form,both
2,1,zrdc,4.0,8.0,10.0,10.0,9.0,9.0,9.0,6.0,blue,red,red,red,red,red,circle,square,circle,circle,circle,square,blurred,14.0,dimension_color,second
2,13,zrcf,4.0,7.0,2.0,1.0,9.0,9.0,2.0,10.0,red,red,red,red,red,blue,circle,square,square,square,square,square,blurred,14.0,color_form,second
2,16,zrcf,4.0,7.0,10.0,3.0,9.0,3.0,9.0,3.0,red,red,red,red,red,blue,circle,square,square,square,square,square,blurred,10.0,color_form,second
2,8,ercf,4.0,4.0,3.0,9.0,2.0,1.0,10.0,10.0,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,blurred,95.0,color_form,first
2,24,ercf,4.0,4.0,1.0,9.0,3.0,2.0,9.0,9.0,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,blurred,87.0,color_form,first
2,18,zrdc,4.0,8.0,9.0,9.0,9.0,9.0,10.0,6.0,blue,red,red,red,red,red,circle,square,circle,circle,circle,circle,blurred,15.0,dimension_color,second
2,4,zrdc,4.0,8.0,10.0,10.0,10.0,9.0,9.0,2.0,blue,red,red,red,red,red,circle,circle,circle,circle,square,square,blurred,24.0,dimension_color,second
2,12,erdc,4.0,5.0,10.0,1.0,2.0,4.0,1.0,4.0,red,red,red,red,red,blue,circle,square,circle,square,circle,square,blurred,81.0,dimension_color,first
2,1,erdc,4.0,5.0,10.0,4.0,4.0,2.0,2.0,5.0,red,red,red,red,red,blue,circle,circle,circle,circle,circle,circle,blurred,67.0,dimension_color,first
2,18,brdc,4.0,2.0,10.0,9.0,2.0,3.0,10.0,4.0,blue,red,blue,blue,red,red,circle,circle,circle,circle,circle,square,blurred,15.0,dimension_color,both
2,27,ercf,4.0,4.0,9.0,10.0,10.0,10.0,3.0,9.0,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,blurred,70.0,color_form,first
2,11,zrdf,4.0,9.0,9.0,10.0,10.0,10.0,10.0,6.0,blue,blue,red,red,blue,blue,circle,square,square,square,square,square,blurred,19.0,dimension_form,second
2,10,ercf,4.0,4.0,2.0,3.0,2.0,9.0,9.0,1.0,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,blurred,87.0,color_form,first
2,19,erdf,4.0,6.0,9.0,1.0,6.0,5.0,1.0,2.0,blue,blue,red,red,red,blue,circle,circle,circle,circle,circle,square,blurred,89.0,dimension_form,first
2,5,ercf,4.0,4.0,3.0,10.0,10.0,2.0,2.0,1.0,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,blurred,81.0,color_form,first
2,9,zrdf,4.0,9.0,10.0,10.0,9.0,10.0,9.0,1.0,blue,blue,blue,blue,blue,blue,circle,square,square,square,square,square,blurred,13.0,dimension_form,second
2,21,zrcf,4.0,7.0,10.0,9.0,2.0,10.0,2.0,10.0,red,red,red,red,red,blue,circle,square,square,square,square,square,blurred,10.0,color_form,second
2,13,brcf,4.0,1.0,3.0,9.0,1.0,3.0,9.0,2.0,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,blurred,11.0,color_form,both
2,23,zrdc,4.0,8.0,9.0,9.0,9.0,9.0,9.0,5.0,blue,red,red,red,red,red,circle,square,circle,circle,circle,circle,blurred,8.0,dimension_color,second
2,5,brcf,4.0,1.0,10.0,2.0,2.0,10.0,9.0,3.0,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,blurred,50.0,color_form,both
2,26,erdc,4.0,5.0,10.0,4.0,4.0,5.0,4.0,1.0,red,red,red,red,red,blue,circle,square,circle,circle,circle,square,blurred,91.0,dimension_color,first
2,15,zrdc,4.0,8.0,10.0,9.0,10.0,9.0,10.0,2.0,blue,red,red,red,red,red,circle,circle,circle,square,circle,square,blurred,50.0,dimension_color,second
2,3,erdf,4.0,6.0,10.0,2.0,3.0,4.0,2.0,4.0,blue,blue,red,blue,blue,blue,circle,circle,circle,circle,circle,square,blurred,68.0,dimension_form,first
2,6,erdf,4.0,6.0,10.0,1.0,1.0,4.0,1.0,3.0,blue,blue,blue,blue,red,blue,circle,circle,circle,circle,circle,square,blurred,78.0,dimension_form,first
2,10,brcf,4.0,1.0,1.0,10.0,1.0,2.0,3.0,9.0,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,blurred,50.0,color_form,both
2,3,brdf,4.0,3.0,10.0,10.0,2.0,2.0,9.0,6.0,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,blurred,50.0,dimension_form,both
2,19,brdf,4.0,3.0,9.0,10.0,5.0,1.0,10.0,2.0,blue,blue,blue,blue,blue,red,circle,square,circle,circle,square,square,blurred,79.0,dimension_form,both
2,20,erdc,4.0,5.0,10.0,6.0,6.0,5.0,6.0,1.0,red,red,red,red,red,blue,circle,circle,circle,square,circle,circle,blurred,81.0,dimension_color,first
2,22,zrdf,4.0,9.0,10.0,10.0,10.0,9.0,9.0,2.0,blue,red,blue,blue,blue,red,circle,square,square,square,square,square,blurred,11.0,dimension_form,second
2,20,brdc,4.0,2.0,10.0,9.0,4.0,2.0,9.0,6.0,blue,red,blue,blue,red,red,circle,circle,circle,square,circle,circle,blurred,89.0,dimension_color,both
2,7,zrdc,4.0,8.0,9.0,10.0,9.0,10.0,9.0,3.0,blue,red,red,red,red,red,circle,circle,square,circle,circle,square,blurred,17.0,dimension_color,second
2,9,brdf,4.0,3.0,9.0,9.0,2.0,2.0,9.0,5.0,blue,red,blue,red,blue,blue,circle,square,circle,circle,square,square,blurred,89.0,dimension_form,both
2,21,brcf,4.0,1.0,10.0,9.0,3.0,9.0,2.0,2.0,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,blurred,28.0,color_form,both
3,27,zrdf,6.0,9.0,10.0,9.0,9.0,10.0,9.0,6.0,blue,blue,blue,blue,blue,blue,circle,square,square,square,square,square,blurred,99.0,dimension_form,second
3,22,brdc,6.0,2.0,10.0,9.0,2.0,6.0,9.0,5.0,blue,red,blue,blue,red,red,circle,circle,square,circle,circle,circle,blurred,99.0,dimension_color,both
3,24,brdf,6.0,3.0,10.0,10.0,3.0,4.0,9.0,2.0,blue,red,red,blue,blue,blue,circle,square,circle,circle,square,square,blurred,99.0,dimension_form,both
3,16,zrdf,6.0,9.0,9.0,10.0,10.0,10.0,10.0,4.0,blue,red,red,blue,blue,blue,circle,square,square,square,square,square,blurred,98.0,dimension_form,second
